temperature_C,humidite_pct,ph_sol,conductivite_EC,debit_eau_L,pression_bar,stade_num,jours_sans_zinc,jours_sans_calcium,jours_sans_fer,jours_sans_magnesium,jours_sans_azote,jours_sans_potassium,jours_sans_bore,jours_sans_manganese,jours_sans_phosphore,risque_id,risque_label
29.94688748014178,54.850115126229696,6.0138172783573784,3.291377485090636,1.286711391645637,1.1375985952381753,3,3,3,6,7,5,2,3,4,4,11,Surdosage Engrais
35.262872884467534,56.334112752780946,7.270994328299963,1.0444511584152214,3.6778238291000322,1.2798116545574598,4,1,1,3,5,15,3,2,5,5,6,Carence Azote
39.540576762517624,62.13132210103308,6.875485594732655,0.9371827846000482,5.1383071262832125,1.2230077921664848,3,7,5,4,30,2,3,6,6,3,5,Carence Magnésium
43.53378131419775,73.027515581676,7.19621623497552,0.6555974275476001,3.7730074789240247,0.9608927485191391,5,4,2,1,6,5,4,2,21,7,9,Carence Manganèse
40.48812004298882,48.0859905585283,7.003576792659671,1.7184115516458072,5.162363472158266,1.077077792710198,5,3,7,5,4,6,6,5,4,27,4,Carence Phosphore
24.030808056754946,85.9773289770953,6.505513876234689,1.5698545521200336,3.5018069268894045,0.8082881260187066,2,7,5,4,2,6,7,3,7,15,4,Carence Phosphore
27.644027378220102,70.9338309197815,6.904457312096011,2.0220272339151943,2.4751028346030233,1.4250016518028652,3,3,2,3,20,5,0,7,6,0,5,Carence Magnésium
16.71741928790865,81.35534811461153,7.348266629986773,1.189497835204535,3.680812723254362,1.6066154856267967,5,7,6,4,7,1,5,4,4,28,4,Carence Phosphore
35.13960973504405,59.49664589438767,7.5178446398134025,0.3838759348243517,3.947783658523843,0.9943440329510644,3,34,6,2,6,6,7,6,4,2,1,Carence Zinc
43.29887930820395,52.09827360191572,5.5942041113084775,3.4473791526078057,5.2122058703738325,1.0630904636611571,2,2,1,3,3,3,0,3,4,6,11,Surdosage Engrais
34.13694604163105,51.55002784527941,6.250708764590911,2.0079047210929337,3.6774963459246637,1.2402509350443638,4,31,0,1,6,0,0,6,4,7,1,Carence Zinc
40.09364665741759,74.09193251179279,6.480976222156963,0.9506481717467518,3.2021421706634094,1.2387769398336457,5,1,5,0,2,5,30,1,3,4,7,Carence Potassium
26.796473362225743,65.3572916528232,7.520485148518483,1.0890549621655747,3.9725632939796744,1.24290233980294,2,6,2,4,6,28,3,0,0,6,6,Carence Azote
19.67306654871343,78.88076654723169,8.602891344341632,0.816892090019853,3.5465098575713916,0.7426276266676943,1,3,1,3,29,7,5,5,0,5,5,Carence Magnésium
37.13507342192497,49.18406827801811,6.9811079562363005,1.3928777283145448,3.1458719782825995,0.9896322022105694,4,3,2,6,1,0,1,6,3,0,0,Normal
41.32846196421779,20.0,7.637095173627974,1.0076446938230634,3.523229952767158,2.0200806775803644,3,7,4,7,0,2,1,2,5,4,10,Stress Thermique
29.941688577334528,59.8849384348047,7.980309161842781,1.5042077913257135,0.5,0.919665425441625,5,0,1,0,7,6,2,7,1,16,4,Carence Phosphore
30.97906046248315,75.37754383480124,6.6181002687509665,2.176636922201704,2.6507990010321194,0.8199663256550619,4,1,7,0,28,2,0,3,3,1,5,Carence Magnésium
21.36925175027015,63.62879092276974,7.684563724667145,1.3297992266095144,1.6670455069972958,1.2736366835118136,3,4,1,2,2,0,3,7,20,4,9,Carence Manganèse
30.15751391793282,95.0,7.088018562696114,1.1036666380856863,2.2750088939920037,0.9839096422250639,4,3,4,4,6,1,28,7,7,6,7,Carence Potassium
25.81371150405952,72.50830119486302,7.802717452196452,3.2398886110755374,4.5968797082467825,1.0861740795945631,5,5,1,1,4,3,0,3,4,4,11,Surdosage Engrais
36.53624696141276,49.922971137023794,7.603932020541715,1.215380571420379,2.864788084760422,0.9056098330365278,1,3,0,2,7,5,4,7,5,1,10,Stress Thermique
33.777091398157914,37.40069546775736,6.276285026784411,3.6099983720611695,1.7153369196595387,1.2814229244487056,4,4,4,2,3,6,0,4,0,6,11,Surdosage Engrais
31.897475307068177,68.03483916344533,7.080008743490245,1.1759311987890424,4.32260199879962,1.2980154470783825,1,2,7,3,7,34,0,4,0,5,6,Carence Azote
30.274143370847785,46.86113378877397,7.122352699300688,2.213163488450017,4.709534615626269,1.6434987301320687,2,1,6,5,7,6,7,1,2,1,0,Normal
29.83935985955337,68.05853367638312,7.824258405907619,1.064752097408268,2.0745475320891336,1.274209664131683,4,2,7,28,0,4,1,4,6,5,3,Chlorose Ferrique
28.0568075961397,64.5611408463174,5.9939172597491845,3.1923233653551693,2.506733376868892,1.324299406198432,5,0,1,6,6,1,2,6,1,5,11,Surdosage Engrais
45.360901813148836,31.46788994658116,6.726897013783906,1.138885216593558,4.10844127861902,1.2875675153096138,2,4,4,5,1,0,0,6,6,4,10,Stress Thermique
18.845133218660248,67.23859114721478,8.000121557263748,3.1556098233763694,2.881440383256687,0.9060456430632176,1,6,6,0,3,7,3,0,2,6,11,Surdosage Engrais
23.100220300755776,45.10724385417646,7.949193277657846,3.2951673473235963,3.53610141171363,1.1959994088090327,4,1,4,1,4,7,3,5,6,1,11,Surdosage Engrais
36.31344074904784,63.04162572378551,6.79971113808248,1.742580556272869,2.4720823626756863,1.1995822045669953,5,4,2,3,1,7,6,6,2,2,0,Normal
23.087954371248156,43.31324731537532,7.301163197057126,1.548161044906694,2.421568360923639,1.3254896841057962,1,7,2,2,5,6,0,4,23,4,9,Carence Manganèse
29.85057184290328,47.10512485803034,6.576301981616856,2.42212030164713,4.969646477593814,0.8776160712917913,4,5,7,4,2,4,0,30,3,6,8,Carence Bore
24.695061597013662,77.6973522413647,7.523505135986009,2.102019528921403,3.2409788995417568,1.0576590811209394,5,2,33,1,2,5,3,6,2,6,2,Carence Calcium (Nécrose)
29.85770946803854,67.60212028374973,5.88566889542326,2.2034777888909045,3.6084338842936083,1.6328675077543864,2,29,4,7,1,3,1,1,7,5,1,Carence Zinc
26.375873852210518,70.23899456519837,6.98750235930649,1.9216855173170924,3.044892832622827,1.2040564278380597,3,34,4,1,2,6,4,0,2,6,1,Carence Zinc
26.29972780213398,84.30712346554503,6.31116934861949,1.5506517181401078,3.6861976838601302,1.14621159910656,5,4,35,5,3,7,2,3,5,6,2,Carence Calcium (Nécrose)
35.08132805072179,60.46846428014272,8.106639110324586,2.4934564955223983,1.2722015913745093,0.7875008971368376,4,7,1,5,7,1,7,3,27,2,9,Carence Manganèse
40.897797459479875,30.192785820403614,7.934887788597916,1.273341689180597,3.042075916394671,0.9742870300883824,4,7,1,0,3,2,0,4,6,3,10,Stress Thermique
27.495904228450428,47.362444806537084,7.581335732706006,0.6482518273174528,1.7262441671095692,0.5,5,5,1,1,1,25,7,1,5,0,6,Carence Azote
23.97968836368215,73.73239979975371,6.054075265914606,1.2037207059250354,2.1368186836922067,1.3724821553628632,4,6,4,0,7,4,3,23,7,4,8,Carence Bore
20.34052680811655,61.87883605252333,7.146297212297847,2.4572335935567704,4.018939421942838,1.2326783613790953,3,2,30,6,4,7,2,1,2,3,2,Carence Calcium (Nécrose)
20.99749367497185,95.0,8.50400560403281,3.3395841203466547,3.2324495737360883,1.6289537595012884,4,2,6,5,4,6,6,3,6,5,11,Surdosage Engrais
39.73975686062183,20.0,6.756486958333826,2.0543494435944445,3.3019516343436615,1.2838747497231244,1,7,7,4,2,3,2,0,0,0,10,Stress Thermique
26.12089008605732,60.05184291409479,6.357684187873227,1.1611613509615935,3.440606628192595,1.467933577291544,5,0,4,4,23,4,2,5,7,2,5,Carence Magnésium
41.18006339236125,28.866764681574804,7.331935170262502,2.303641576093351,3.4476600779920883,1.6536440425086552,3,1,7,6,0,1,7,7,4,5,10,Stress Thermique
41.77643906256847,28.13163662237947,8.619761019397085,1.8680957423297966,5.407255930500709,1.1343965487170233,5,4,5,6,6,0,4,4,3,4,10,Stress Thermique
21.467421145174654,53.362905857249835,8.0360517326169,1.736004784189037,3.568409524574819,0.6686385484824411,4,4,0,4,6,6,3,1,2,2,0,Normal
32.45069283532138,24.048963458291396,7.837891991359585,0.5629921125348305,1.5845920916770195,1.0457202506210324,1,7,6,7,2,3,3,4,0,4,0,Normal
31.06520891890538,74.90052880356818,7.635420578152407,1.2654922404926707,3.2081128187452848,1.1228767957940862,4,0,6,5,6,6,21,1,1,0,7,Carence Potassium
32.02005995732608,61.747758970375564,7.723432885042527,1.3933259250258219,1.9106593178374445,1.4545039752976328,4,5,6,7,4,7,0,0,24,6,9,Carence Manganèse
36.65156431010848,58.17527839460412,8.849153039251393,2.464981023424841,3.069701644156992,1.0758710297106489,5,0,3,0,19,7,4,0,5,3,5,Carence Magnésium
25.67930879387112,52.441667799594136,8.264748796433537,1.7317923618679765,3.4742285832335122,1.3859810884666635,1,5,7,21,7,3,5,6,5,1,3,Chlorose Ferrique
17.37991118099289,56.00530890088079,7.0821176754819914,1.619658476367085,2.3302757421282205,1.0581565934073127,1,5,1,1,0,20,5,0,1,4,6,Carence Azote
22.422348555048508,84.49574955301833,7.532553203938655,1.6527864474538365,3.0194940773634156,1.653023065297175,3,4,3,3,36,3,5,3,4,4,5,Carence Magnésium
30.828080623298554,52.35533797843924,6.780174189342092,1.4465104265770363,3.466928453770188,1.3816262375694734,5,0,4,6,3,21,4,6,4,7,6,Carence Azote
19.80892242755625,52.707730055389014,6.5523159954429016,1.709627845812564,1.34760586236607,1.2424920114182723,1,2,32,7,4,3,0,5,5,6,2,Carence Calcium (Nécrose)
27.67179310490771,80.35794096377968,5.803344914949882,2.0256434325872332,1.7964883657929995,1.2051422003919605,3,21,0,3,5,3,5,5,7,4,1,Carence Zinc
38.67082822086113,47.617795218112555,8.594224196977056,0.6699871826688562,3.5178176922969207,1.1009140696373345,4,5,7,4,6,5,3,3,5,1,10,Stress Thermique
31.932722462850855,64.34760229060888,7.770890726293083,2.2273779002183742,2.1194092690705895,1.6466435920786298,1,5,5,1,4,5,25,6,4,2,7,Carence Potassium
14.123217400314967,63.39153892023233,6.538056496972785,3.149614958283624,1.789651095044073,1.5832760591908652,4,7,1,1,0,7,6,7,3,7,11,Surdosage Engrais
34.26699883158575,39.17364752211152,7.134877016443822,1.5915556903917527,3.5747173092588462,2.000685262546519,3,7,7,5,1,24,5,0,0,7,6,Carence Azote
14.562460470587958,55.5510793473459,6.250400469280054,0.8065725310856456,1.4445624811096198,1.0580740141508531,3,3,0,6,21,0,2,6,2,6,5,Carence Magnésium
24.888963964718922,27.783614046487706,7.265382469481488,1.3876951226447436,4.631373079101072,1.530223354908606,3,6,4,2,2,6,24,6,1,2,7,Carence Potassium
27.53045099314106,83.68778254472448,7.595645324258283,1.986831755672045,4.2419599968138115,1.539029794921354,1,3,1,0,2,5,6,2,2,6,0,Normal
21.956161883408853,55.44634177232324,7.449044506364263,1.3066848579416355,3.815082194180433,1.8372275408147463,1,0,7,0,5,7,6,3,4,31,4,Carence Phosphore
35.7044612661759,41.010177136767545,6.631189431248375,2.488829593286396,2.701354885981069,0.9474374627483991,5,6,5,0,2,0,4,4,3,0,11,Surdosage Engrais
32.75048662817201,58.46248446452051,7.204261008917891,1.4931837170350961,2.7923280359933913,0.9959868515475329,1,25,0,7,3,1,6,3,2,0,1,Carence Zinc
36.64368930282544,57.140355754647516,7.234568748917429,3.2515161089470386,3.398338199105066,1.147305072549086,4,7,7,3,6,4,0,2,3,0,11,Surdosage Engrais
32.01133605981397,59.88383988020149,7.452449519104183,2.040331686159421,3.7230186576139475,0.6364230692105265,3,6,4,5,21,1,5,6,4,0,5,Carence Magnésium
29.406328708347736,75.26392224050976,8.467472171511602,1.7349103518067608,2.3054944822250283,0.9651566181688628,5,7,21,4,2,1,7,1,0,3,2,Carence Calcium (Nécrose)
24.997370107920418,72.13270078330396,7.226219652362985,0.7943096377527795,0.5,1.346331038597082,1,0,7,4,4,0,23,6,2,7,7,Carence Potassium
44.47351433343075,39.13870932650546,6.635050023957788,1.6297775789882627,2.614706087885252,1.3203448352872709,5,7,1,0,3,7,3,5,3,5,10,Stress Thermique
30.922557232579553,44.00200508895421,7.86493713851222,3.4208700727189285,0.9678172945325616,1.3441486871038717,2,2,0,2,6,7,5,4,4,2,11,Surdosage Engrais
41.215754559538944,30.68063140971055,5.87947313461875,1.1987744020291797,2.91160191003596,1.1788025117736831,3,7,1,5,7,1,7,3,5,3,10,Stress Thermique
37.21043491152519,82.40130517196113,8.385293495305925,2.2429364927367663,2.984166366189811,0.7995450746025338,3,6,7,4,2,2,7,4,7,29,4,Carence Phosphore
31.8470710583592,70.08277079179027,6.87568864326756,0.8375523755766352,2.30881665200029,1.4650015933593499,2,5,1,2,5,5,12,0,5,1,7,Carence Potassium
22.473669484148694,43.26431033919914,7.47639987744892,1.7010193465695336,2.942431637067022,0.5,5,2,4,1,4,0,7,27,2,6,8,Carence Bore
28.03876298152066,71.43801744340648,7.299741642255772,1.5221902087078734,3.0306674853606825,0.8670892403031571,1,5,2,2,23,5,5,4,2,0,5,Carence Magnésium
26.997990064922757,54.391917294349525,7.824594527132694,2.247184975422244,2.713381783162867,1.2254765948984077,3,6,2,5,39,3,5,4,7,5,5,Carence Magnésium
24.241270525362726,58.754161557281044,7.978527866213778,1.7258917752301204,4.074368314713001,1.3357245601704606,5,0,6,2,7,1,3,6,32,2,9,Carence Manganèse
25.595601997497358,54.903611187247876,7.876422554874508,2.0559992968804774,3.5103138402916287,0.8792861413824301,4,0,6,5,0,0,4,6,32,0,9,Carence Manganèse
27.616477358413153,66.83393289045313,7.552173710008286,1.1351804199443787,1.9243521382232505,1.605646607872172,2,6,5,0,6,2,1,1,7,28,4,Carence Phosphore
24.99486097075645,57.38284306906737,6.2530014470027675,2.868500082561402,3.442265413013376,0.5888091114589779,2,1,2,5,4,7,6,1,5,4,11,Surdosage Engrais
20.501207865636896,51.071136196368116,8.318672536141538,1.4408487124918894,1.9931720240096962,1.2443545664855822,5,42,1,0,5,5,4,1,7,3,1,Carence Zinc
42.33444926580168,36.73961558959699,7.447047598040249,0.7557048791971787,3.138916850447703,1.526380114335359,4,2,0,5,2,4,3,0,1,0,10,Stress Thermique
25.762061110631862,33.761932899122215,6.928235109214614,1.6439317119582466,3.17824465176193,1.1462738172943343,3,4,6,0,34,0,2,2,2,0,5,Carence Magnésium
26.08680773196364,95.0,7.644432032065335,2.9129361515744128,3.7568407940290576,1.0934011151913507,3,3,1,5,1,3,0,0,1,1,11,Surdosage Engrais
22.450084141337097,73.637881871791,7.269274238499177,2.2711521487432633,2.708688135423039,0.7980582627466197,1,6,7,0,2,7,23,2,3,4,7,Carence Potassium
25.039457494082466,67.73518337930606,7.8759030563881565,0.8771268204194019,2.752673822161813,1.1535669357010423,4,1,7,7,6,25,2,5,7,3,6,Carence Azote
43.134546340072404,41.793131584454514,6.306842057363815,2.7223785532441616,2.0461470467384277,1.3145545705928119,5,3,7,7,4,2,7,5,4,1,10,Stress Thermique
18.84848289691326,54.23058575359447,7.475623079043404,1.876361101743559,3.2646190067284926,1.364134480588415,4,24,1,6,3,5,3,3,0,0,1,Carence Zinc
32.243461177451344,48.82585185651014,7.436161423561586,3.080554624697286,2.088824680872595,0.8432154296581795,5,7,3,3,5,3,4,22,3,5,8,Carence Bore
28.12749321414881,52.82706293604248,6.557205811414763,1.4055023246768157,4.664734542894962,1.5862842803608401,5,7,0,6,0,25,5,1,7,3,6,Carence Azote
13.070617380653463,71.18716636618599,7.955271548805231,0.49515785611155105,3.0756708067395526,1.086859833402119,2,2,1,6,0,4,3,4,7,29,4,Carence Phosphore
24.396215122715397,67.30373910807819,7.82347321270672,1.5660991423544859,1.9054996129391972,0.5638746921530092,4,4,7,3,4,1,3,0,25,6,9,Carence Manganèse
48.0,71.5181462486255,7.47479955694227,1.9421064791839684,1.281419376509727,1.5515631269285628,3,5,6,7,5,2,7,4,6,24,4,Carence Phosphore
29.17964486008128,44.69664546295843,7.371213153317498,0.3,2.5660195209817394,0.9698671187194121,3,0,0,5,1,7,29,7,5,3,7,Carence Potassium
13.975343955534402,84.06381542275712,6.833840455234539,1.5539402221715166,4.309550684860527,0.7193221376823224,3,2,7,3,2,3,0,2,4,7,0,Normal
30.561225725828287,52.54319427927991,8.235585595434548,0.3,4.151402109012928,1.0634136966242211,2,4,0,17,1,2,5,0,6,2,3,Chlorose Ferrique
22.217166695187537,46.22198576340748,6.523085276925561,3.574114682181974,3.429482748153626,1.1543475149677318,3,7,1,6,3,5,4,2,6,3,11,Surdosage Engrais
37.709522767347664,67.78467301333481,7.188619045767873,1.2858329558555626,2.8501379384770504,1.3037995338407573,5,5,2,7,2,1,33,5,0,4,7,Carence Potassium
38.209074522539204,91.38578128067479,5.5,1.5426746172142716,4.040736643375796,1.3166117724482402,1,2,25,6,4,6,7,6,3,7,2,Carence Calcium (Nécrose)
28.927987969269566,65.5648233740933,7.6818822711140164,0.8979915430819704,2.934838381859309,1.7010841262363248,5,6,4,2,6,1,5,4,6,3,0,Normal
27.776661227410397,48.93363613056399,6.383268414526497,2.8487131678826243,3.6197272564997838,1.0089427427272897,4,6,2,4,4,4,4,5,4,1,11,Surdosage Engrais
24.625721343429596,61.65453123840308,9.0,3.2190381118475435,3.623935475970151,1.043425157857085,4,0,2,6,0,5,5,5,2,0,11,Surdosage Engrais
23.682795607679815,71.88457172406828,6.2994125176109845,0.927305913360344,2.800304708956783,0.5493279503708403,3,4,7,5,18,5,1,4,7,5,5,Carence Magnésium
26.48211730064346,29.292822274870993,7.681040142444037,1.0266173003707806,3.3111935851441405,1.1678794569559248,3,6,4,31,2,4,2,5,1,6,3,Chlorose Ferrique
31.426932010235667,64.0157237014556,7.796473042391583,2.1422184321216937,3.9732115461255493,1.3542338307633501,5,3,3,31,4,7,6,1,2,7,3,Chlorose Ferrique
17.352103099478366,83.76683030747888,8.109458466695624,1.5514073158060504,4.1987686758600775,1.0517033151111632,4,7,4,6,2,5,4,6,0,26,4,Carence Phosphore
25.24884533285739,87.9454452298359,6.853307362095143,2.0056453332488635,2.719192129845868,0.9452664992727071,1,1,7,6,18,6,0,3,1,0,5,Carence Magnésium
33.378059587158106,58.04535444506932,6.617387252171273,1.8983297936367869,1.7335528559385602,0.9900960456606704,5,1,2,2,4,5,7,26,0,7,8,Carence Bore
33.96942835723054,91.350952284112,7.434137452722402,2.1410120507229906,2.5632931083596397,0.995529487665395,5,2,3,5,6,0,4,2,3,21,4,Carence Phosphore
22.165290749110795,85.79304146050099,6.549288046251833,2.516399262844544,2.2600577017819576,1.4824892290718314,3,4,5,4,5,3,2,5,2,24,4,Carence Phosphore
24.464333885868452,51.98942699802484,7.489920077101764,3.1056376159409953,1.7768591629893131,1.4467904962003717,3,5,7,1,2,5,3,6,4,4,11,Surdosage Engrais
14.935466808038464,61.62226181946235,8.217907772304601,0.5164662553611666,3.332814506924558,0.8695918930077349,1,6,5,30,7,5,4,2,5,0,3,Chlorose Ferrique
18.601523078284828,35.34309999576762,7.640455487188424,1.6603035768215237,2.0556880284401986,0.8475062285420715,2,4,1,5,7,18,1,3,5,4,6,Carence Azote
24.762936501407648,56.38984008084432,7.620648949501233,2.6017056726972188,1.2204470536037861,1.3338912700994379,1,2,7,28,4,2,7,6,2,4,3,Chlorose Ferrique
31.096724578529496,51.54038797274903,5.788873549530642,3.217182124884326,2.760484514575366,1.317845656264861,5,3,5,1,7,5,1,0,4,3,11,Surdosage Engrais
35.137892277947486,45.93181631929895,7.54689032595142,2.252622761271042,2.918323095058641,1.4018731579644275,2,1,6,4,5,4,7,12,3,3,8,Carence Bore
24.73332001310033,95.0,6.466918909503827,1.1287590433109969,2.872199264187901,1.5140401356626367,3,2,24,0,1,0,3,0,6,4,2,Carence Calcium (Nécrose)
29.32676087683556,51.22608284649762,7.166196085048207,2.324243444241636,1.9060322473963196,0.960060279580959,1,28,1,5,2,6,4,7,6,7,1,Carence Zinc
33.56657371493624,44.738840562831825,7.434931711156315,1.29557376586006,3.766338313895955,1.0973984897467406,1,0,7,32,5,6,6,2,2,2,3,Chlorose Ferrique
17.486358992558124,67.96232835015445,6.829025223127016,1.7371336680611547,3.2619375664647765,1.5059765333343182,4,2,5,2,0,27,0,0,1,4,6,Carence Azote
32.089147990664486,87.39064755721488,7.531713385437569,1.3829899552557876,2.970797175137877,1.8414487320161514,3,4,1,5,2,4,20,2,5,3,7,Carence Potassium
31.922884882069216,60.57447262402355,6.227090639294662,1.3284619362617522,3.3089277623552165,1.2279989441796735,1,2,2,4,3,20,7,4,0,6,6,Carence Azote
36.73987306782281,58.305831768817214,6.198355540781567,2.8789010762455964,3.909214060901167,1.2074568306850828,3,2,0,3,1,5,4,4,2,1,11,Surdosage Engrais
20.065137503550176,60.366331041293485,8.498984584000919,3.6664355743827652,2.6751989051660443,1.4463126345743311,5,0,6,1,1,4,1,5,7,4,11,Surdosage Engrais
29.956557946804768,71.44707131047514,6.344210879452543,1.0914955737047445,1.569072434848433,1.0954191980594685,3,0,4,1,5,2,23,2,1,6,7,Carence Potassium
40.732247329737014,42.38659331675176,6.925809855256747,1.5348950825728824,2.0455166141645593,1.6782672221346635,1,5,6,3,1,2,7,3,7,3,10,Stress Thermique
27.455324478795422,51.53877249274905,7.849167409208606,1.1564061240130366,3.6644108956359505,1.1168043738829945,4,6,5,0,1,6,6,37,5,4,8,Carence Bore
25.037678234319053,45.81329865793083,7.795328638043294,1.710565949734685,4.90023015003333,1.1526675696571793,2,0,7,2,0,2,1,3,28,1,9,Carence Manganèse
34.17619656520787,55.726058361250345,6.50227482756736,1.6948504451952675,5.342883558076062,1.4617706042747114,1,17,5,0,6,0,5,3,5,4,1,Carence Zinc
33.60249529393407,56.257229242059005,6.908627245622544,2.1374962385846614,1.8327212648454227,1.0621178233588733,1,34,1,4,5,1,5,5,7,7,1,Carence Zinc
43.658463200603904,43.94340352138597,7.355065646467051,1.0528507727948437,3.962366706357956,0.8212528359261686,5,5,0,7,4,0,0,3,4,7,10,Stress Thermique
36.34713333870034,81.84914614515465,7.85526267691807,1.2851435433246894,2.8908219859618436,1.3864639164767023,1,5,2,25,4,2,3,6,5,7,3,Chlorose Ferrique
26.67168068701862,57.66603712343651,7.490178025765207,3.4832777316250993,2.0197956922213502,1.0455166572068286,3,7,0,0,5,6,3,7,3,3,11,Surdosage Engrais
22.524344854027145,73.92033076067409,5.998511423499494,1.2028551782540817,2.646296435165317,0.7777828736561256,3,7,5,7,16,1,6,4,6,7,5,Carence Magnésium
24.322062376063673,43.4466070353615,7.15660690779886,1.504406195753429,3.235312226348993,0.9643222556151064,4,19,0,6,6,2,6,1,6,0,1,Carence Zinc
38.52875321663352,50.209695067415,6.411702270914201,1.2652429282766962,3.84249064401957,1.4874336862233282,1,5,2,3,0,18,7,3,4,0,6,Carence Azote
16.598274728424464,44.13682928546043,7.9028589411985655,1.9792593664551463,2.1868972471337806,1.2421725848385234,2,39,5,6,0,2,2,4,6,3,1,Carence Zinc
25.110056678190148,82.49931368949663,8.171928702146845,1.693858545704748,6.0,1.389680953183022,3,4,2,28,7,0,1,0,5,2,3,Chlorose Ferrique
34.97934436861598,70.93419746642493,6.313633527038037,0.39337330466328524,3.0830567613996345,1.1375536728750524,5,2,36,4,5,0,7,0,5,1,2,Carence Calcium (Nécrose)
22.50333428446972,68.68998362198745,7.609600660310598,1.022216978278151,1.8938875703772158,1.7674870992655858,4,2,5,6,5,4,0,5,7,25,4,Carence Phosphore
41.11913926029609,43.523940870772634,7.237731404178491,1.6764313577147247,4.239774334614342,0.848295962286971,4,7,7,3,4,3,7,7,4,0,10,Stress Thermique
21.63789106671849,43.20769974079441,5.7108401825635235,1.6009865409619288,2.1162987828447912,1.4732094963321067,1,5,1,3,7,1,0,25,6,1,8,Carence Bore
22.222639328419632,60.108958041900905,7.716118263235248,3.0484125217862,3.3778623765834896,0.7255087240821072,1,0,2,5,5,2,26,1,3,7,7,Carence Potassium
32.52997100591534,55.908801803456655,7.993064105462366,1.2557799260572287,4.352393771641563,1.020296287915695,5,7,1,19,7,5,3,4,0,7,3,Chlorose Ferrique
32.15509534858338,32.5236754388587,8.51359726216168,1.8291857687732944,1.15594867079571,1.085853213483686,3,3,0,3,0,2,7,0,0,29,4,Carence Phosphore
24.2370356858404,74.68056868824974,8.111668705000666,1.695400512836074,3.0947720144083077,1.3253451734527306,4,0,6,1,21,1,7,6,1,3,5,Carence Magnésium
12.049176975882503,68.84025752457512,6.9328921392051575,1.0438409377231892,3.33654422427598,1.5682353890425966,2,0,6,7,3,6,7,4,1,0,0,Normal
22.870559421842835,65.33856105922622,6.373529876576913,3.6256912300998834,1.987189883569686,1.152008505756946,4,2,0,6,2,4,3,6,5,0,11,Surdosage Engrais
27.11585583722042,79.16986948247686,8.562611431243091,1.957638188622775,3.82518443376218,1.0638771401246792,2,1,47,2,2,5,4,5,0,7,2,Carence Calcium (Nécrose)
37.0612562596945,30.111492229387146,8.061434306068689,1.8710163463147764,1.7921433711822334,0.7771491363889993,3,6,3,1,5,6,7,32,5,1,8,Carence Bore
35.10243686870945,37.01682757022693,7.775625105178323,1.8132190787348823,2.9138329435702657,1.3097675080502178,5,6,0,24,6,1,7,2,1,5,3,Chlorose Ferrique
25.06719378507589,48.47378097766451,6.075173438521741,1.1000882142419006,1.9031653139093998,1.5395234431817986,1,30,6,5,6,3,1,3,7,6,1,Carence Zinc
